Player UUID,Code,Player Name,Web Name,Player Team Name,season,Gameweek,Minutes Played,Goals Scored,Assists,Clean Sheet,Goals Conceded,Yellow Card,Red Cards,Total Points,Threat,ICT Index,Influence,Creativity,Opponent Name,Opponent Difficulty,Is Home,Position,Injury/Unavailable,Avg_Total Points_L3,Avg_Minutes Played_L3,Avg_Goals Scored_L3,Avg_Assists_L3,Avg_Goals Conceded_L3,Avg_ICT Index_L3,Avg_Threat_L3,Avg_Creativity_L3,Avg_Influence_L3,Avg_Total Points_L5,Avg_Minutes Played_L5,Avg_Goals Scored_L5,Avg_Assists_L5,Avg_Goals Conceded_L5,Avg_ICT Index_L5,Avg_Threat_L5,Avg_Creativity_L5,Avg_Influence_L5,Team_Total_Points_GW,Team_Total_Points,Player_Season_Points,Team_Points_Contribution_GW,Team_Points_Contribution_Causal,Team_Points_Contribution_GW_Pct,Team_Points_Contribution_Causal_Pct,Team_Contribution_Rank_GW,Team_Contribution_Rank_Causal,element_type
42309831-1ba1-4d68-80bb-754e846f2d73,530,Aaron Cresswell,Cresswell,West Ham,2023-24,10,84,0,0,0,1,0,0,2,0.0,3.1,10.0,20.8,Everton,2,True,DEF,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,377.0,0.0,0.095238,0.0,9.52,0.0,0.0714285714285714,0.7142857142857143,2
42309831-1ba1-4d68-80bb-754e846f2d73,530,Aaron Cresswell,Cresswell,West Ham,2023-24,12,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,Nott'm Forest,2,True,DEF,0,0.6666666666666666,28.0,0.0,0.0,0.3333333333333333,1.0333333333333334,0.0,6.933333333333334,3.333333333333333,0.4,16.8,0.0,0.0,0.2,0.62,0.0,4.16,2.0,46,428.0,2.0,0.021739,0.004673,2.17,0.47,0.25,0.6071428571428571,2
42309831-1ba1-4d68-80bb-754e846f2d73,530,Aaron Cresswell,Cresswell,West Ham,2023-24,16,45,0,0,0,3,1,0,-1,0.0,0.7,5.2,1.3,Fulham,3,False,DEF,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,575.0,3.0,-0.071429,0.005217,-7.14,0.52,1.0,0.6071428571428571,2
42309831-1ba1-4d68-80bb-754e846f2d73,530,Aaron Cresswell,Cresswell,West Ham,2023-24,24,14,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,Arsenal,5,True,DEF,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,954.0,2.0,0.333333,0.002096,33.33,0.21,0.1212121212121212,0.696969696969697,2
42309831-1ba1-4d68-80bb-754e846f2d73,530,Aaron Cresswell,Cresswell,West Ham,2023-24,28,90,0,0,0,2,0,0,1,0.0,5.8,17.2,41.2,Burnley,2,True,DEF,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1094.0,3.0,0.038462,0.002742,3.85,0.27,0.1764705882352941,0.6764705882352942,2
42309831-1ba1-4d68-80bb-754e846f2d73,530,Aaron Cresswell,Cresswell,West Ham,2023-24,29,6,0,0,0,0,0,0,1,0.0,0.1,1.0,0.3,Aston Villa,3,True,DEF,0,0.3333333333333333,30.0,0.0,0.0,0.6666666666666666,1.933333333333333,0.0,13.733333333333334,5.733333333333333,0.4,20.8,0.0,0.0,0.4,1.16,0.0,8.24,3.44,35,1120.0,4.0,0.028571,0.003571,2.86,0.36,0.2647058823529412,0.6764705882352942,2
42309831-1ba1-4d68-80bb-754e846f2d73,530,Aaron Cresswell,Cresswell,West Ham,2023-24,32,36,0,0,0,0,0,0,1,0.0,0.8,6.8,1.1,Wolves,2,False,DEF,0,0.3333333333333333,2.0,0.0,0.0,0.0,0.0333333333333333,0.0,0.0999999999999999,0.3333333333333333,0.4,19.2,0.0,0.0,0.4,1.18,0.0,8.3,3.64,40,1229.0,5.0,0.025,0.004068,2.5,0.41,0.2647058823529412,0.6470588235294118,2
42309831-1ba1-4d68-80bb-754e846f2d73,530,Aaron Cresswell,Cresswell,West Ham,2023-24,34,45,0,0,0,1,0,0,1,0.0,0.5,4.2,0.7,Crystal Palace,2,False,DEF,0,0.3333333333333333,12.0,0.0,0.0,0.0,0.2666666666666666,0.0,0.3666666666666667,2.2666666666666666,0.4,8.4,0.0,0.0,0.0,0.18,0.0,0.28,1.56,39,1293.0,6.0,0.025641,0.00464,2.56,0.46,0.1558441558441558,0.5974025974025974,2
42309831-1ba1-4d68-80bb-754e846f2d73,530,Aaron Cresswell,Cresswell,West Ham,2023-24,36,14,0,0,0,1,0,0,1,0.0,0.3,2.4,0.5,Chelsea,3,False,DEF,0,0.6666666666666666,30.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.4666666666666666,2.8000000000000003,0.6,25.2,0.0,0.0,0.4,0.36,0.0,0.5,3.04,14,1369.0,7.0,0.071429,0.005113,7.14,0.51,0.1764705882352941,0.6470588235294118,2
42309831-1ba1-4d68-80bb-754e846f2d73,530,Aaron Cresswell,Cresswell,West Ham,2023-24,37,6,0,0,0,0,0,0,1,2.0,0.3,0.4,0.3,Luton,2,True,DEF,0,0.6666666666666666,19.666666666666668,0.0,0.0,0.6666666666666666,0.2666666666666666,0.0,0.3999999999999999,2.2,0.6,20.8,0.0,0.0,0.6,0.26,0.0,0.38,2.16,47,1383.0,8.0,0.021277,0.005785,2.13,0.58,0.3529411764705882,0.6470588235294118,2
42309831-1ba1-4d68-80bb-754e846f2d73,530,Aaron Cresswell,Cresswell,West Ham,2023-24,38,90,0,0,0,3,0,0,1,0.0,2.3,11.6,11.0,Man City,5,False,DEF,0,0.6666666666666666,6.666666666666667,0.0,0.0,0.3333333333333333,0.1999999999999999,0.6666666666666666,0.2666666666666666,0.9333333333333332,0.8,22.0,0.0,0.0,0.6,0.32,0.4,0.4399999999999999,2.24,26,1430.0,9.0,0.038462,0.006294,3.85,0.63,0.2058823529411764,0.6470588235294118,2
